label,recovery_rate,extraction_cost,dynamic_rewire_rate,initial_price_expectation_mean,initial_conservation_norm_mean,social_harvest_gain,conservation_harvest_weight,coordination_mixer,coordination_peer_rule,alpha,coordination_threshold,seed,epochs,run_dir,domain_final_resource_fraction,domain_final_resource_level,domain_final_market_price,domain_final_market_imbalance,domain_final_mean_harvest_intensity,domain_final_mean_price_expectation,domain_final_mean_conservation_norm,domain_final_mean_payoff,domain_cumulative_rewired_edge_count,final_fragmentation_components
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,0.75,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_191310_468027_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_cw0p75_output_average_output_similarity_a0p25_t0_seed02,0.6654953968206719,66.54953968206719,0.6493228499658303,0.1514643908461047,0.49436261817111155,0.6463920244017154,0.3207502162832288,0.1076337607773061,136,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,0.75,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_191310_610627_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_cw0p75_output_average_output_similarity_a0p25_t0_seed03,0.6660216780929794,66.60216780929794,0.6492783473990184,0.1510658809212993,0.49498162775347493,0.646563437776806,0.32004863494882685,0.10793002402354493,158,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,0.75,output_average,output_similarity,0.5,0.0,1,25,experiments/runs/20260511_191310_754174_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_cw0p75_output_average_output_similarity_a0p5_t0_seed01,0.66597743997179,66.59774399717901,0.6496570392207575,0.1529046210224551,0.4928189148381195,0.6463757075324105,0.3202761159916991,0.10785466698040203,132,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,0.75,output_average,output_similarity,0.5,0.0,2,25,experiments/runs/20260511_191310_896909_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_cw0p75_output_average_output_similarity_a0p5_t0_seed02,0.6655173390474203,66.55173390474202,0.6493143554151433,0.15144603560696535,0.4943653504466423,0.6463774756172662,0.3207216979862109,0.10764149072522812,136,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,0.75,output_average,output_similarity,0.5,0.0,3,25,experiments/runs/20260511_191311_038775_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_cw0p75_output_average_output_similarity_a0p5_t0_seed03,0.6660441364696774,66.60441364696774,0.6492689479077468,0.15104649792812685,0.4949827957747335,0.6465464575455132,0.3200194646692981,0.10793749910200949,158,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,2.0,0.75,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_191311_181059_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg2_cw0p75_output_average_output_similarity_a0_t0_seed01,0.6660194111934576,66.60194111934577,0.6496288793309593,0.15283880830001934,0.49283790072379835,0.6463352677360933,0.32017275276437934,0.10786725109727695,132,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,2.0,0.75,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_191311_284140_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg2_cw0p75_output_average_output_similarity_a0_t0_seed02,0.6655105794304546,66.55105794304545,0.6493209119730063,0.15144380066525853,0.4943960465615078,0.6464035277173873,0.3207058616006073,0.10764331831041087,136,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,2.0,0.75,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_191311_388046_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg2_cw0p75_output_average_output_similarity_a0_t0_seed03,0.6660778895564912,66.60778895564911,0.6492473980498763,0.15098734595194108,0.4950149002956231,0.646523260274265,0.3199210203486277,0.1079492473080593,158,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,2.0,0.75,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_191311_492506_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg2_cw0p75_output_average_output_similarity_a0p25_t0_seed01,0.6659719094455994,66.59719094455994,0.6496628818814619,0.15291078667128583,0.49282995418327596,0.6463908533245896,0.32027978175056104,0.10785520003872694,132,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,2.0,0.75,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_191311_633415_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg2_cw0p75_output_average_output_similarity_a0p25_t0_seed02,0.6655058130857492,66.55058130857492,0.6493197190818065,0.15145907938335634,0.49436071756051325,0.6463854127433905,0.3207395078673186,0.10763740083142335,136,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,2.0,0.75,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_191311_776553_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg2_cw0p75_output_average_output_similarity_a0p25_t0_seed03,0.6660357845409867,66.60357845409867,0.6492715959676993,0.15105261032819794,0.4949811632144012,0.6465508440315624,0.3200290881309231,0.10793434111084639,158,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,2.0,0.75,output_average,output_similarity,0.5,0.0,1,25,experiments/runs/20260511_191311_920607_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg2_cw0p75_output_average_output_similarity_a0p5_t0_seed01,0.665992340719457,66.5992340719457,0.6496500399343565,0.15289082657449227,0.4928185065884416,0.6463627127422952,0.32025285085968386,0.10785924415266299,132,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,2.0,0.75,output_average,output_similarity,0.5,0.0,2,25,experiments/runs/20260511_191312_064558_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg2_cw0p75_output_average_output_similarity_a0p5_t0_seed02,0.6655341329812109,66.55341329812109,0.6493061976155541,0.15142960948637146,0.49436557148947363,0.646362754483409,0.32069596459690963,0.10764667633580066,136,1
toy10_market_social_calibration_seeds01_03,0.1,0.3,0.05,0.5,0.35,2.0,0.75,output_average,output_similarity,0.5,0.0,3,25,experiments/runs/20260511_191312_206077_toy10_market_social_calibration_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg2_cw0p75_output_average_output_similarity_a0p5_t0_seed03,0.6660689667862996,66.60689667862995,0.6492551665889849,0.15102047947718694,0.49497970740156555,0.6465202281472093,0.3199813103267323,0.10794421982006604,158,1
