condition,update_rule,policy_prior_mode,learning_enabled,p0,revision_rate,epoch,seeds,cooperation_mean,policy_pre_mean,policy_post_social_mean,revised_local_loss_mean
neural_match_p0_no_learn,neural_policy,match_p0,False,0.3,0.1,10,3,0.32666666666666666,0.3000000119209289,0.3000000119209289,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.3,0.1,25,3,0.32,0.3000000119209289,0.3000000119209289,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.3,0.1,50,3,0.36000000000000004,0.3000000119209289,0.3000000119209289,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.5,0.1,0,3,0.48333333333333334,0.5,0.5,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.5,0.1,1,3,0.49333333333333335,0.5,0.5,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.5,0.1,5,3,0.49333333333333335,0.5,0.5,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.5,0.1,10,3,0.5033333333333333,0.5,0.5,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.5,0.1,25,3,0.49,0.5,0.5,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.5,0.1,50,3,0.5533333333333333,0.5,0.5,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.6,0.1,0,3,0.5866666666666666,0.6000000238418579,0.6000000238418579,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.6,0.1,1,3,0.59,0.6000000238418579,0.6000000238418579,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.6,0.1,5,3,0.59,0.6000000238418579,0.6000000238418579,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.6,0.1,10,3,0.6066666666666666,0.6000000238418579,0.6000000238418579,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.6,0.1,25,3,0.5966666666666667,0.6000000238418579,0.6000000238418579,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.6,0.1,50,3,0.64,0.6000000238418579,0.6000000238418579,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.7,0.1,0,3,0.71,0.6999998688697815,0.6999998688697815,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.7,0.1,1,3,0.7066666666666667,0.6999998688697815,0.6999998688697815,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.7,0.1,5,3,0.71,0.6999998688697815,0.6999998688697815,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.7,0.1,10,3,0.7133333333333333,0.6999998688697815,0.6999998688697815,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.7,0.1,25,3,0.6833333333333332,0.6999998688697815,0.6999998688697815,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.7,0.1,50,3,0.73,0.6999998688697815,0.6999998688697815,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.9,0.1,0,3,0.9266666666666667,0.8999999165534973,0.8999999165534973,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.9,0.1,1,3,0.9199999999999999,0.8999999165534973,0.8999999165534973,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.9,0.1,5,3,0.9199999999999999,0.8999999165534973,0.8999999165534973,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.9,0.1,10,3,0.93,0.8999999165534973,0.8999999165534973,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.9,0.1,25,3,0.8733333333333334,0.8999999165534973,0.8999999165534973,0.0
neural_match_p0_no_learn,neural_policy,match_p0,False,0.9,0.1,50,3,0.9033333333333333,0.8999999165534973,0.8999999165534973,0.0
rd_well_mixed,rd_well_mixed,default,False,0.1,0.1,0,1,0.1,0.1,0.1,0.0
rd_well_mixed,rd_well_mixed,default,False,0.1,0.1,1,1,0.06175,0.06175,0.06175,0.0
rd_well_mixed,rd_well_mixed,default,False,0.1,0.1,5,1,0.0051737998930601,0.0051737998930601,0.0051737998930601,0.0
rd_well_mixed,rd_well_mixed,default,False,0.1,0.1,10,1,0.0001657906774698,0.0001657906774698,0.0001657906774698,0.0
rd_well_mixed,rd_well_mixed,default,False,0.1,0.1,25,1,5.063725978986822e-09,5.063725978986822e-09,5.063725978986822e-09,0.0
rd_well_mixed,rd_well_mixed,default,False,0.1,0.1,50,1,1.5091079792956772e-16,1.5091079792956772e-16,1.5091079792956772e-16,0.0
rd_well_mixed,rd_well_mixed,default,False,0.3,0.1,0,1,0.3,0.3,0.3,0.0
rd_well_mixed,rd_well_mixed,default,False,0.3,0.1,1,1,0.24225,0.24225,0.24225,0.0
rd_well_mixed,rd_well_mixed,default,False,0.3,0.1,5,1,0.0504271921278341,0.0504271921278341,0.0504271921278341,0.0
rd_well_mixed,rd_well_mixed,default,False,0.3,0.1,10,1,0.0020206823510746,0.0020206823510746,0.0020206823510746,0.0
rd_well_mixed,rd_well_mixed,default,False,0.3,0.1,25,1,6.229306622827476e-08,6.229306622827476e-08,6.229306622827476e-08,0.0
rd_well_mixed,rd_well_mixed,default,False,0.3,0.1,50,1,1.856478620481736e-15,1.856478620481736e-15,1.856478620481736e-15,0.0
rd_well_mixed,rd_well_mixed,default,False,0.5,0.1,0,1,0.5,0.5,0.5,0.0
rd_well_mixed,rd_well_mixed,default,False,0.5,0.1,1,1,0.46875,0.46875,0.46875,0.0
rd_well_mixed,rd_well_mixed,default,False,0.5,0.1,5,1,0.28394466470663,0.28394466470663,0.28394466470663,0.0
rd_well_mixed,rd_well_mixed,default,False,0.5,0.1,10,1,0.0430736239698218,0.0430736239698218,0.0430736239698218,0.0
rd_well_mixed,rd_well_mixed,default,False,0.5,0.1,25,1,1.638091758040356e-06,1.638091758040356e-06,1.638091758040356e-06,0.0
rd_well_mixed,rd_well_mixed,default,False,0.5,0.1,50,1,4.8819338525160034e-14,4.8819338525160034e-14,4.8819338525160034e-14,0.0
rd_well_mixed,rd_well_mixed,default,False,0.6,0.1,0,1,0.6,0.6,0.6,0.0
rd_well_mixed,rd_well_mixed,default,False,0.6,0.1,1,1,0.588,0.588,0.588,0.0
rd_well_mixed,rd_well_mixed,default,False,0.6,0.1,5,1,0.5119773189961458,0.5119773189961458,0.5119773189961458,0.0
rd_well_mixed,rd_well_mixed,default,False,0.6,0.1,10,1,0.3084435010075382,0.3084435010075382,0.3084435010075382,0.0
rd_well_mixed,rd_well_mixed,default,False,0.6,0.1,25,1,7.081666743301555e-05,7.081666743301555e-05,7.081666743301555e-05,0.0
rd_well_mixed,rd_well_mixed,default,False,0.6,0.1,50,1,2.111248601795015e-12,2.111248601795015e-12,2.111248601795015e-12,0.0
rd_well_mixed,rd_well_mixed,default,False,0.7,0.1,0,1,0.7,0.7,0.7,0.0
rd_well_mixed,rd_well_mixed,default,False,0.7,0.1,1,1,0.7052499999999999,0.7052499999999999,0.7052499999999999,0.0
rd_well_mixed,rd_well_mixed,default,False,0.7,0.1,5,1,0.7347935492395711,0.7347935492395711,0.7347935492395711,0.0
rd_well_mixed,rd_well_mixed,default,False,0.7,0.1,10,1,0.796522645388869,0.796522645388869,0.796522645388869,0.0
rd_well_mixed,rd_well_mixed,default,False,0.7,0.1,25,1,0.9863817222747112,0.9863817222747112,0.9863817222747112,0.0
rd_well_mixed,rd_well_mixed,default,False,0.7,0.1,50,1,0.9999889636644054,0.9999889636644054,0.9999889636644054,0.0
