label,game_family,update_rule,mixer,peer_rule,policy_prior_mode,local_update_rule,neural_peer_mode,interaction_mode,revision_rate,selection_strength,policy_temperature,payoff_transform,learning_enabled,epoch,p0_count,cooperation_slope,policy_cooperation_slope
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,41,5,5.999615232289469,5.999615232289469
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,42,5,5.999711379651311,5.999711379651311
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,43,5,5.9997835096195615,5.9997835096195615
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,44,5,5.999837618060741,5.999837618060741
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,45,5,5.999878205572037,5.999878205572037
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,46,5,5.999908649688104,5.999908649688104
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,47,5,5.99993148473708,5.99993148473708
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,48,5,5.9999486121288506,5.9999486121288506
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,49,5,5.999961458294972,5.999961458294972
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,50,5,5.999971093269952,5.999971093269952
