toy,scenario,peer_rule,training_backend,resolved_training_backend,device,agent_count,epochs,seed,repeat_index,warmup_runs,repeats,run_id,epoch,policy_rule,coordination_mixer,stage,seconds
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,local_trainable_parameters,0.00023171980865299702
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,local_loss_forward,0.0005198349244892597
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,local_autograd_grad,0.0008870610035955906
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,local_adam_update,0.04050921485759318
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,local_optimizer_update,0.04168477212078869
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,local_loss_update,0.04231940512545407
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,local_training,0.04256998002529144
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,cache_refresh,5.119014531373978e-06
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,post_local_readout,0.0002830461598932743
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,local_step,0.045067935017868876
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,select_peers,0.01764795696362853
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,social_trainable_parameters,0.0003231919836252928
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,social_mix,0.0015396780800074339
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,social_loss_forward,0.0003831558860838413
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,social_autograd_grad,0.0007302139420062304
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,social_adam_update,0.049115815898403525
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,social_optimizer_update,0.050141219049692154
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,social_loss_update,0.0521418210119009
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,social_distillation,0.05317850620485842
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,social_step,0.0531949067953974
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,sample_actions,1.6828998923301697e-06
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,commit_actions,1.698196865618229e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,post_step_state_policy,3.690016455948353e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,update_payoff_ema,4.365295171737671e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,update_reputation_ema,1.967698335647583e-05
