label,game_family,update_rule,mixer,peer_rule,policy_prior_mode,local_update_rule,revision_rate,selection_strength,policy_temperature,payoff_transform,learning_enabled,epoch,p0_count,cooperation_slope,policy_cooperation_slope
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,22,5,1.7666666666666688,1.7102596362431859
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,23,5,1.8200000000000018,1.7990228732426976
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,24,5,1.8266666666666684,1.8189592162768053
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,25,5,1.8066666666666673,1.7805681427319855
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,26,5,1.7800000000000016,1.8305337429046644
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,27,5,1.8066666666666682,1.7898271083831792
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,28,5,1.8733333333333344,1.8190952142079675
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,29,5,1.9000000000000015,1.9191381533940644
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,30,5,1.9466666666666679,1.9014278252919532
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,31,5,1.9666666666666675,1.9634958704312655
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,32,5,1.9800000000000018,1.965776622295381
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,33,5,2.0133333333333345,2.0116946995258345
